Ensemble_ID,Intensity,Density,Energy,Avg_Count,Avg_TPM
ENSMUSG00000011148,142.0822072216316,0.0613131,8.71149,0.0,0.0
ENSMUSG00000015961,120.30057419271459,0.00853096,1.02628,0.7491215625000001,0.04526283125
ENSMUSG00000025432,133.56509042872167,0.00822614,1.09872,2.2934841875000003,0.0740200625
ENSMUSG00000020473,140.75924859387064,0.00360802,0.507861,0.067231875,0.0114823125
ENSMUSG00000030232,139.0991548470094,0.0439025,6.10679,0.0,0.0
ENSMUSG00000025431,120.62920633543695,0.000286627,0.0345756,0.0,0.0
ENSMUSG00000025433,131.05311513585795,8.98E-05,0.0117711,0.0,0.0
ENSMUSG00000054932,136.3263038384424,5.03E-05,0.00685889,24.241270625,4.824305624999999
ENSMUSG00000031521,105.65841417510788,0.00150033,0.158523,25.186100624999995,1.203361125
ENSMUSG00000030607,123.45972020111027,0.00260002,0.320998,6.89163625,0.276680875
ENSMUSG00000015452,113.07579018109284,0.00231619,0.261905,0.0,0.0
ENSMUSG00000022309,128.42542200903975,0.000516696,0.0663569,2.28903125,0.137060625
ENSMUSG00000031465,124.27728140103079,0.000904513,0.112411,0.8328462499999999,0.1733105
ENSMUSG00000027460,133.6470428156749,0.00144115,0.192605,4.5,0.20224129375
ENSMUSG00000041936,146.27358363973056,0.0499421,7.30522,0.196459375,0.033484375000000004
ENSMUSG00000005705,149.5744140603438,0.000756068,0.113089,1.15916125,0.2667665
ENSMUSG00000031266,145.9818420270848,0.00107458,0.156869,0.8044371687499999,0.5688543625
ENSMUSG00000031980,125.16831943450512,0.0163171,2.04238,1953.25,111.83790624999997
ENSMUSG00000049115,131.79017925433533,0.0833661,10.9868,0.0,0.0
ENSMUSG00000054988,141.16336367200114,0.00215481,0.304181,0.011311364999999999,0.0007871698875
ENSMUSG00000068122,140.7822860982093,0.00978955,1.37819,0.24634377848437503,0.17704652895312498
ENSMUSG00000029007,133.19317004081807,0.00508591,0.677409,0.0180608125,0.022879375
ENSMUSG00000026272,124.90062069516674,2.42E-05,0.0030168,0.0,0.0
ENSMUSG00000025056,120.43610898642906,0.000454273,0.0547109,2.9375,0.191881625
ENSMUSG00000019256,131.75161180861892,0.00013183,0.0173687,0.069631875,0.011069125
ENSMUSG00000021575,115.32160194174757,0.00144101,0.16618,0.22652875,0.16149375
ENSMUSG00000022868,125.58038664377183,0.00219555,0.275718,0.0,0.0
ENSMUSG00000040627,128.14889811346225,0.000997391,0.127814,0.0,0.0
ENSMUSG00000024397,111.41161325012796,0.000750486,0.0836128,0.0,0.0
ENSMUSG00000019866,130.0151577496193,0.000109882,0.0142863,0.0,0.0
ENSMUSG00000097319,131.73146159198862,0.027006,3.55754,0.0,0.0
ENSMUSG00000000731,124.37913640292595,0.0618592,7.694,0.6498829375,0.0707114625
ENSMUSG00000026817,119.33222873084851,0.0168581,2.01172,7.977894375,1.451622125
ENSMUSG00000028792,115.49514246060903,0.01218,1.40673,0.0,0.0
ENSMUSG00000028527,140.37791289987024,0.000890342,0.124984,0.6186879943749999,0.16362031149999998
ENSMUSG00000018428,124.05075552111586,0.00885741,1.09877,1.04427625,0.18966856249999997
ENSMUSG00000038729,127.36709444324735,0.0543499,6.92238,140.9195625,2.0878409375000007
ENSMUSG00000030344,123.70769002898837,0.0115972,1.43467,0.125,0.0052716875
ENSMUSG00000028766,114.41903062321286,0.00296977,0.339798,0.0,0.0
ENSMUSG00000036500,138.01809357786652,5.10E-05,0.00703768,0.0,0.0
ENSMUSG00000026246,136.397914279052,0.000423829,0.0578094,0.0,0.0
ENSMUSG00000001729,144.0598700285055,0.0674152,9.71181,0.5201575,0.1767431875
ENSMUSG00000004056,133.2234585242435,0.00353109,0.470424,196.21059375000002,7.5538212499999995
ENSMUSG00000032786,150.49325278900957,0.0284303,4.27858,62.736881249999996,24.090288125
ENSMUSG00000025270,131.460499200763,0.000366381,0.0481646,0.0,0.0
ENSMUSG00000029368,120.09178810630507,2.63E-05,0.00316104,0.0,0.0
ENSMUSG00000022636,161.6624020916902,0.0691708,11.1823,2.5271329375,0.33588962499999997
ENSMUSG00000031378,125.99880539318,0.0136785,1.72347,17.68794625,0.7925855
ENSMUSG00000053279,141.88891298831462,0.00302189,0.428771,1244.6109375,65.90395625000001
ENSMUSG00000029455,133.6355906417636,0.0319109,4.26444,61.368249999999996,13.57585375
ENSMUSG00000019102,120.34455662037274,0.00180976,0.217795,0.049940518749999996,0.003186281
ENSMUSG00000010025,123.80194802447299,0.000182666,0.0226143,0.98438,0.46118250000000005
ENSMUSG00000030695,184.07367736966253,0.144885,26.6695,0.0,0.0
ENSMUSG00000017390,160.75833682395827,0.111631,17.9457,11.552099375,2.2897541250000004
ENSMUSG00000001642,150.33291354742417,0.0408734,6.14462,0.0,0.0
ENSMUSG00000055471,115.31510540942648,0.000323227,0.037273,18.5625,0.40179711875
ENSMUSG00000000320,137.37371364127625,0.000382528,0.0525493,0.125949375,0.00508538125
ENSMUSG00000018907,126.54585947579359,0.000345232,0.0436877,0.0,0.0
ENSMUSG00000032807,135.28306051638626,0.000224089,0.0303154,30.25,1.2920148125
ENSMUSG00000018924,107.3518448716338,0.00170701,0.183251,0.0,0.0
ENSMUSG00000020891,104.73190327313336,0.00316251,0.331216,2.6813599999999997,0.9345633125
ENSMUSG00000060063,120.3040219670682,0.0022526,0.270997,22.255395000000004,6.9196961875000005
ENSMUSG00000040888,117.5743881836678,0.000796095,0.0936001,551.2080625,34.161718750000006
ENSMUSG00000014603,122.30856172572268,0.000731258,0.0894391,5.3125,0.3630978125
ENSMUSG00000040310,103.86164768983045,0.00124761,0.129579,0.0,0.0
ENSMUSG00000029288,140.87994534974405,4.88E-05,0.00687052,0.0,0.0
ENSMUSG00000028356,139.66474301477433,7.45E-05,0.0104111,0.0,0.0
ENSMUSG00000075232,128.76711139283373,0.0371814,4.78775,0.0,0.0
ENSMUSG00000031354,123.26903090698568,0.0114261,1.40848,0.0,0.0
ENSMUSG00000035262,186.51640750573404,0.000989641,0.184585,3.0,0.19673679375
ENSMUSG00000005686,117.15231855247677,0.00867703,1.01654,0.2707548230625,0.058524836875
ENSMUSG00000037798,118.60191133108678,0.00156335,0.185416,0.0,0.0
ENSMUSG00000072115,127.5790130055229,4.01E-05,0.00511954,0.5,0.04948475
ENSMUSG00000022265,144.29259282705922,0.103774,14.9738,311.79181250000005,18.192700000000002
ENSMUSG00000031543,144.86317090090807,0.0482931,6.99589,0.11483213125,0.05371005625
ENSMUSG00000069601,168.13438459255008,0.118465,19.9181,0.0,0.0
ENSMUSG00000020790,131.41768466719947,0.00835619,1.09815,6.279607499999999,0.23097824375
ENSMUSG00000032249,118.21949638809414,0.0202243,2.3909,0.0,0.0
ENSMUSG00000031633,183.38915507590207,0.13661,25.0528,22.578671874999998,2.166271875
ENSMUSG00000016319,140.32081197562033,0.0606143,8.50544,6.613261250000001,1.1208720624999997
ENSMUSG00000021866,135.04323672763482,0.00778987,1.05197,0.0,0.0
ENSMUSG00000029484,144.7099797289575,0.00130336,0.18861,1.16899636375,0.47958793062500005
ENSMUSG00000029994,160.36946399566864,0.00892198,1.43082,3.796125625,0.19178106250000002
ENSMUSG00000027712,156.21817122502028,0.0360824,5.63672,0.0,0.0
ENSMUSG00000018340,153.81776502606053,0.0392968,6.04457,5.812838125000001,0.2722898125
ENSMUSG00000021814,140.61923474351917,0.00509813,0.716895,2.1339553183406372,1.2703600653546878
ENSMUSG00000021950,144.1927180684717,0.00340159,0.490484,1.6275496249999999,0.15918001250000002
ENSMUSG00000019326,137.23394116116668,0.000656781,0.0901326,0.1875,0.01317781875
ENSMUSG00000024997,152.7959514121661,0.0646779,9.8825,2432.4375,186.418875
ENSMUSG00000026701,151.28099085159332,0.00988611,1.49558,1.2594135,0.15972748125
ENSMUSG00000063558,152.14045464771112,0.00281718,0.428608,0.890445,0.014638256249999999
ENSMUSG00000009090,138.92710188540195,0.0550791,7.65197,2230.37625,56.372443749999995
ENSMUSG00000031731,153.9153588123309,0.0383419,5.90141,7.533766937500001,0.9010128187499999
ENSMUSG00000040701,131.3817988420511,0.00197737,0.259791,0.0,0.0
ENSMUSG00000003033,147.84880245065102,0.0346792,5.12729,8.029945625,1.1344373749999999
ENSMUSG00000003309,113.61872379816465,0.00185925,0.211245,0.15058656250000002,0.025512775
ENSMUSG00000004849,143.99968456545713,0.0522866,7.52929,2.982634375,0.6651510625
ENSMUSG00000062515,152.92948969443708,0.000464331,0.0710099,0.069784375,0.00156393125
ENSMUSG00000060279,117.58968569616366,0.00368954,0.433852,1986.17875,59.942968750000006
ENSMUSG00000002957,150.33813696040673,0.0711431,10.6955,0.17005125,0.0421675
ENSMUSG00000022841,132.53006767418213,0.0679625,9.00706,4.318358125,1.0560819375
ENSMUSG00000021686,145.48249607431745,0.0316043,4.59786,0.0,0.0
ENSMUSG00000062444,160.13994616342006,0.0919058,14.7178,1.0290875,0.122385
ENSMUSG00000020198,137.37504933443364,0.0323116,4.43881,8.8836775,1.4797745000000002
ENSMUSG00000024480,133.04133483696847,0.0110684,1.47255,3.3855306250000003,1.5251755
ENSMUSG00000063801,135.25382210733946,0.00466979,0.631607,91.24808749999998,28.4735
ENSMUSG00000019518,134.6878485070052,0.000864633,0.116455,7.36673125,1.069827125
ENSMUSG00000020955,139.21665382297545,0.0349202,4.86148,1170.73325,138.256375
ENSMUSG00000019979,130.19111273848102,0.043058,5.60577,0.3363695,0.02104095625
ENSMUSG00000030519,131.3493559846786,0.0635692,8.34977,0.308414375,0.09395125
ENSMUSG00000037032,170.71975940545386,0.109878,18.7584,35.642616916856255,1.614898849360562
ENSMUSG00000029207,137.39956690357877,0.00384061,0.527696,0.0,0.0
ENSMUSG00000005871,136.04336444174936,0.0615272,8.37038,167.69788749999998,1.3769711249999999
ENSMUSG00000026207,127.91607436364443,0.00239532,0.306399,0.240835375,0.0514366875
ENSMUSG00000035960,125.19837679960712,0.0081929,1.02573,1.36120625,0.22831375
ENSMUSG00000038160,118.74496120239073,0.00573825,0.681388,9.552801594621313,4.251226783765937
ENSMUSG00000032000,98.96883501185918,0.000443495,0.0438921,0.237115625,0.1835230625
ENSMUSG00000057367,132.84853653668185,0.000787054,0.104559,2.1008974375,1.1616649375
ENSMUSG00000025860,131.9781864728627,0.0225268,2.97304,0.0,0.0
ENSMUSG00000017716,135.90353608564004,0.00420882,0.571994,1.18763125,0.040970168749999994
ENSMUSG00000027193,134.4719525582137,0.0126029,1.69474,0.532655,0.1039844375
ENSMUSG00000015854,128.8767965733344,3.46E-05,0.00446327,0.0,0.0
ENSMUSG00000006651,175.0872007094295,0.17604,30.8225,21.6578975,3.421269
ENSMUSG00000031996,166.96512365250476,0.12553,20.9592,2.04521125,0.21251725
ENSMUSG00000032083,119.58660998434773,0.00155795,0.186311,0.0,0.0
ENSMUSG00000005681,135.02877861460274,6.90E-05,0.00931124,3.7070052437500003,1.424070575
ENSMUSG00000032080,124.41365562612073,0.00236014,0.293634,0.0,0.0
ENSMUSG00000116086,139.58083032972903,0.0133372,1.86161,12.59375,1.28330726875
ENSMUSG00000040564,131.1106018942866,0.0191548,2.5114,0.0,0.0
ENSMUSG00000002992,122.41628648141275,0.00278921,0.341444,0.0,0.0
ENSMUSG00000032081,126.26464383500158,0.014191,1.79182,0.0,0.0
ENSMUSG00000022548,170.1811057245485,0.0819612,13.9483,0.46080125,0.22059812499999998
ENSMUSG00000002985,166.1484081471228,0.125071,20.7804,0.129116875,0.0435314375
ENSMUSG00000000049,115.17087408123899,1.48E-06,0.000170516,0.0,0.0
ENSMUSG00000030551,147.63530379266987,0.0709352,10.4725,2.125,0.1946984875
ENSMUSG00000022892,182.9502268151785,0.220554,40.3504,2.0876124999999996,0.051289625
ENSMUSG00000006589,115.15293627221094,0.00017836,0.0205387,4.5126912500000005,1.1272998125
ENSMUSG00000004655,182.77556341029305,0.0190126,3.47503,9.1875,0.35596637499999995
ENSMUSG00000023013,117.36631539522294,0.00157773,0.185172,2.0,0.15666668749999998
ENSMUSG00000028435,130.91409694144292,0.0200717,2.62767,0.0,0.0
ENSMUSG00000024411,151.70410496462253,0.0491434,7.45526,885.6875,17.997435624999998
ENSMUSG00000044217,143.48754599533447,0.00341297,0.489719,0.0,0.0
ENSMUSG00000028427,131.63938840577742,0.000495597,0.0652398,0.0,0.0
ENSMUSG00000030762,143.69763977238281,0.00427682,0.614568,0.7441099999999999,0.07317406250000001
ENSMUSG00000040383,186.2653297598274,0.000286228,0.0533142,5.652642749999999,1.69769343125
ENSMUSG00000046532,117.9296466689895,0.0047201,0.55664,342.6875,3.4325574999999997
ENSMUSG00000001127,122.10518879133724,0.000333941,0.0407759,0.0,0.0
ENSMUSG00000067274,147.2399321009931,0.0710405,10.46,1.372735625,0.357718
ENSMUSG00000022602,138.64438639355018,0.00192017,0.26622,175.43205625,6.21853125
ENSMUSG00000029378,134.95587642959148,0.0138835,1.87366,3.3125,0.3464695625
ENSMUSG00000048076,150.17850866645702,0.0772955,11.6082,402.42887500000006,22.350112499999998
ENSMUSG00000062421,134.22077634665604,0.0150745,2.02332,0.0,0.0
ENSMUSG00000051853,162.0601558073185,0.12078,19.5736,6.299037500000001,1.9793441250000001
ENSMUSG00000115861,137.27509232275798,0.0413009,5.66958,0.0,0.0
ENSMUSG00000020440,128.35722241200526,0.0329007,4.22304,702.0179375,122.68818750000003
ENSMUSG00000044147,123.58536070978883,0.000268645,0.0332006,1319.6087499999999,97.47165624999998
ENSMUSG00000019987,157.70614715225605,8.37E-05,0.0131925,0.088669375,0.015899875
ENSMUSG00000021125,106.78946241165131,0.00111867,0.119462,51.54690625,4.1205366875000005
ENSMUSG00000007815,142.04295402195314,0.0325212,4.61941,0.564261875,0.11916818750000001
ENSMUSG00000054364,153.272192593331,0.0871612,13.3594,1352.6875,62.01784374999999
ENSMUSG00000002233,128.0707739648137,0.000378371,0.0484583,0.2980775,0.2163375
ENSMUSG00000041845,129.93248354268778,0.000274851,0.0357121,0.0,0.0
ENSMUSG00000035133,118.81331158753717,0.000831223,0.0987609,995.7056250000003,19.90103125
ENSMUSG00000031355,145.1693886814826,7.90E-05,0.0114657,0.0,0.0
ENSMUSG00000030220,131.94828914699923,0.0751545,9.91652,0.0,0.0
ENSMUSG00000001313,137.24904021650198,0.0270168,3.70803,3906.405625,318.6818125
ENSMUSG00000007946,147.08558441508072,0.019928,2.93112,0.244928125,0.058712875
ENSMUSG00000047446,109.99923631087239,0.00895793,0.985367,265.08321875,7.549440000000001
ENSMUSG00000015522,122.61337543851846,0.0142099,1.74232,1.6123606925508125,0.06324250260232563
ENSMUSG00000015709,140.65431186402137,0.0585012,8.22847,0.9313329375000001,0.4878179375
ENSMUSG00000055116,117.60001342743729,0.00345854,0.406724,0.21888875,0.0349724375
ENSMUSG00000029622,134.75996525916102,0.00246499,0.332182,0.15195562499999998,0.0319234375
ENSMUSG00000030996,128.7405820994407,0.00131487,0.169277,0.0,0.0
ENSMUSG00000030651,137.19724055823474,5.81E-05,0.00797489,0.0,0.0
ENSMUSG00000070424,113.44846171683558,0.00546607,0.620117,0.0,0.0
ENSMUSG00000028539,134.08886299846424,0.000634846,0.0851257,0.0,0.0
ENSMUSG00000098615,120.89834200115573,0.0144818,1.75084,0.0,0.0
ENSMUSG00000035277,107.92972644655566,0.0028356,0.306045,0.125,0.00555305625
ENSMUSG00000042082,115.11553712228248,0.00498697,0.574078,0.0,0.0
ENSMUSG00000022620,116.23828552962412,0.0213134,2.47744,12.219955,2.9220129375
ENSMUSG00000031591,130.86513748981722,0.0391839,5.12781,0.293606875,0.121405625
ENSMUSG00000020884,110.3531282538428,0.00334398,0.369018,1.0955166687500002,0.29737383937499995
ENSMUSG00000040963,143.87321273830156,0.000541122,0.0778533,0.0,0.0
ENSMUSG00000032202,127.2412401640998,0.00108974,0.138659,0.0,0.0
ENSMUSG00000026587,149.89634743835234,0.0397627,5.96029,0.0,0.0
ENSMUSG00000026715,114.9186291614153,0.000221144,0.0254135,0.421780625,0.109854375
ENSMUSG00000038872,148.32641758280278,0.035278,5.23267,105.52681875,0.5795256875
ENSMUSG00000030850,142.50615461881418,0.0654781,9.33104,115.82334999999999,47.411012500000005
ENSMUSG00000023027,128.6500512345883,0.00129771,0.16695,1.4300243750000001,1.079793125
ENSMUSG00000027104,144.9242429646175,0.037924,5.4961,400.378375,18.351629375
ENSMUSG00000026628,133.5968307176596,0.000673919,0.0900333,0.249399631226875,0.07532886506875
ENSMUSG00000042406,146.73376355767212,0.0694783,10.1948,16.359189375,0.8878600624999999
ENSMUSG00000034218,113.34345700679056,0.00261631,0.296542,1.95051875,0.4832449375
ENSMUSG00000073043,114.80982121009578,0.00587963,0.67504,0.0,0.0
ENSMUSG00000037984,110.24934024934024,0.000849327,0.0936373,118.29321875,6.03741875
ENSMUSG00000048015,115.54985255573561,0.000944183,0.1091,2.625,0.101955275
ENSMUSG00000027967,145.5258207831022,0.000354985,0.0516594,14.375,0.6596330625
ENSMUSG00000044312,117.12401637535851,0.00207973,0.243586,0.0,0.0
ENSMUSG00000018585,133.04552775943898,0.0221631,2.9487,4.23244125,2.96659875
ENSMUSG00000033161,160.79797229384258,0.0932648,14.9968,0.0,0.0
ENSMUSG00000026576,174.74442297558406,0.103865,18.1499,0.93924125,0.257482
ENSMUSG00000041329,158.88396409409162,0.120929,19.2137,1.45662375,0.2307458125
ENSMUSG00000032412,142.9300641333275,0.0682774,9.75891,1.11349125,1.0429665
ENSMUSG00000059412,122.7094653681939,0.0023995,0.294442,0.586624455399375,0.6413501022156249
ENSMUSG00000030730,150.72889350614534,1.59E-06,0.000239293,0.365625625,0.07430734374999999
ENSMUSG00000029467,160.67168863779034,0.130508,20.9689,0.643824375,0.126677625
ENSMUSG00000030302,170.99360089031092,0.0822269,14.0603,3.567463125,0.7166529374999999
ENSMUSG00000005553,132.39170820070143,0.000503422,0.0666488,5.204484375000001,0.8983776875
ENSMUSG00000031449,133.74419506568154,0.000240231,0.0321295,0.0,0.0
ENSMUSG00000116276,143.13213011690743,0.109413,15.6606,1.6859775,0.268800375
ENSMUSG00000025393,183.05404565093863,0.148184,27.1256,5.234514375,2.3867106249999996
ENSMUSG00000025781,157.11009605443712,0.0840717,13.2086,19.29002,3.2292469375
ENSMUSG00000000563,155.3039896132207,0.0978944,15.2034,1.6631512499999999,0.8717409375
ENSMUSG00000006057,153.51457444008287,0.000302209,0.0463935,0.0,0.0
ENSMUSG00000022890,110.23141028689803,0.00731268,0.806087,47.32850625,7.737660625
ENSMUSG00000050856,144.57575142887825,0.02996,4.33149,37.034943750000004,9.898678749999998
ENSMUSG00000052459,150.27552878283103,0.0798051,11.9928,4.7070091626255,1.9293819540795625
