"","target_id","pval","qval","b","se_b","mean_obs","var_obs","sigma_q_sq","sigma_sq","smooth_sigma_sq","smooth_sigma_sq_pmax","ext_gene"
"23","ENSMUSG00000028557",2.75293169927347e-24,1.80963366788329e-21,-1.4326143042011,0.140893354064853,8.21523774633372,0.697361873013625,0.000351022658427157,0.0194999145612168,0.0105770104531319,0.0194999145612168,"Rnf11"
"24","ENSMUSG00000069917",4.95607062980336e-24,3.12211799383321e-21,1.36463581828545,0.134970303685323,7.40326737251849,0.631216678956704,0.000756294941478193,0.0149532652197728,0.01746068793543,0.01746068793543,"Hba-a2"
"25","ENSMUSG00000023944",3.79045241442874e-23,2.29231400214992e-20,0.87697398047069,0.0884995079133516,9.05940652256671,0.256657081704971,0.000147479831359403,0.000296461514792857,0.00768468306954598,0.00768468306954598,"Hsp90ab1"
"26","ENSMUSG00000022054",4.92816510787567e-23,2.8657280102297e-20,1.03965008521963,0.105194679792747,9.61334594506591,0.36766804700353,6.33378799740574e-05,0.0110025827767245,0.00717018717242586,0.0110025827767245,"Nefm"
"27","ENSMUSG00000025226",8.61270747747276e-23,4.78321520793194e-20,1.42157575369283,0.144659857216446,7.20978215506604,0.675838399909891,0.000838997323586754,0.0024797907975862,0.0200874769662957,0.0200874769662957,"Fbxl15"
"28","ENSMUSG00000057738",8.85839181308912e-23,4.78321520793194e-20,1.68630617058405,0.171648379784959,6.98259087559106,0.962772363663808,0.00559446228956499,0.0167498327312262,0.0238687039932365,0.0238687039932365,"Sptan1"
"29","ENSMUSG00000029304",9.61081065772307e-23,5.01054642531431e-20,0.989858106809976,0.100841587229654,8.3392309692282,0.327486430778005,0.000222365341517935,0.00109774501677552,0.00994666037347801,0.00994666037347801,"Spp1"
"30","ENSMUSG00000047976",1.70827022870623e-22,8.60911252926983e-20,1.1936970574515,0.122332649827213,8.07403361578451,0.484947739798624,0.000358708842874382,0.0146065683708731,0.0114050395352829,0.0146065683708731,"Kcna1"
"31","ENSMUSG00000024194",3.03089831846941e-22,1.47819844119158e-19,1.25197248298371,0.129076474944137,7.52967723499197,0.522853755209319,0.000668330872870216,-0.000105247133090625,0.0159924055111341,0.0159924055111341,"Cuta"
"32","ENSMUSG00000025139",3.39354329678241e-21,1.60334315950166e-18,-1.54042630124911,0.163010862434182,6.87814151646233,0.79694318590985,0.000659224882237165,0.0082989591925272,0.0259133163892986,0.0259133163892986,"Tollip"
"33","ENSMUSG00000055681",1.38268885432106e-20,6.33480993590308e-18,0.91824353850863,0.0987182361837641,8.54612178504279,0.284754217364109,0.000673057771475987,0.0048726702682619,0.00907223238375744,0.00907223238375744,"Cope"
"34","ENSMUSG00000018770",1.57530607466614e-20,7.00501545378747e-18,0.924492110572945,0.0995384786821618,9.79723682146256,0.291500493329446,6.53157496524669e-05,0.00984259298870671,0.00719549963570575,0.00984259298870671,"Atp5g3"
"35","ENSMUSG00000000308",1.72988320575554e-20,7.26502894106056e-18,0.983262605413332,0.105979966758009,8.45452046371767,0.329756285970757,0.000635001110601434,0.0105967522434273,0.00943371629479497,0.0105967522434273,"Ckmt1"
"36","ENSMUSG00000030246",1.69852620687853e-20,7.26502894106056e-18,0.794053088563631,0.0855682315866706,9.95638100871473,0.212937870255097,2.65224205471803e-05,0.00412012923337788,0.0072953998363229,0.0072953998363229,"Ldhb"
"37","ENSMUSG00000026131",2.22528441193219e-20,9.0929932497305e-18,1.63595700939676,0.176842259854782,6.85142862603864,0.912112436435229,0.0048019488458296,0.0251890375098207,0.0264712360247167,0.0264712360247167,"Dst"
"38","ENSMUSG00000044285",2.37209459781488e-20,9.43781532220081e-18,0.933889435297716,0.101025363174569,11.0105297677792,0.292653403388878,6.66015338410617e-05,0.00283876486913387,0.0101395224707125,0.0101395224707125,"Gm1821"
"39","ENSMUSG00000103034",3.13287750838363e-20,1.21451218075005e-17,1.18338839403902,0.128429414764374,8.17053340305124,0.472943440730451,0.00566824824838048,0.00354286727417265,0.0108258663283392,0.0108258663283392,"Gm8797"
"40","ENSMUSG00000030647",3.5264084996483e-20,1.33289425265456e-17,0.897343971992127,0.097520369844224,8.4803636423615,0.273942631094411,0.000182473093041064,0.00811837151327263,0.00932774944151316,0.00932774944151316,"Ndufc2"
"41","ENSMUSG00000064351",7.93174825017659e-20,2.92488053157122e-17,-1.09656974910138,0.120315590986497,7.75174246323748,0.403669100961166,0.000660217477328053,0.00361082664228815,0.0138156239571021,0.0138156239571021,"mt-Co1"
"42","ENSMUSG00000033004",2.67543447092647e-19,9.63092708712792e-17,2.00445541973037,0.223180553057939,6.62158911077414,1.37248688273765,0.00220332868918797,0.0476062305740596,0.0319350857374736,0.0476062305740596,"Mycbp2"
"43","ENSMUSG00000064354",3.30506117505749e-19,1.16207488152777e-16,-1.25399539293777,0.139985493519292,7.58008158426011,0.537232107433612,0.000601752195850583,0.0189941861999892,0.0154557020402246,0.0189941861999892,"mt-Co2"
"44","ENSMUSG00000024423",4.36891858502841e-19,1.50122000197829e-16,-0.806992407321768,0.090396944344724,8.90005299595299,0.220035706649383,0.000161143445249023,0.00427404379133362,0.0080104641016141,0.0080104641016141,"Impact"
"45","ENSMUSG00000022855",4.59117342431982e-19,1.54253224449536e-16,-1.3346022211456,0.149590301500891,7.12125836234517,0.604784905072372,0.000914720311811334,0.015681092953359,0.0214625379913163,0.0214625379913163,"Senp2"
"46","ENSMUSG00000050192",5.60557404007715e-19,1.8424059546071e-16,-1.47292722903644,0.165505153498091,6.86619013058508,0.736622373633599,0.00123085565951409,0.0189453937724011,0.0261611001749125,0.0261611001749125,"Eif5a2"
"47","ENSMUSG00000003039",8.55212787173869e-19,2.7510557721876e-16,-1.11644448653439,0.126115196094145,7.61449746484149,0.418598239003184,0.000800825901481073,0.00387238684677114,0.0151042167843836,0.0151042167843836,"Fam32a"
"48","ENSMUSG00000026568",1.47887077303213e-18,4.6581348369735e-16,0.850543673539195,0.0967487392486656,8.97956276607238,0.247381725896653,0.000336497812022472,0.00902382073418382,0.00783708328253686,0.00902382073418382,"Mpc2"
"49","ENSMUSG00000031667",1.75226115721549e-18,5.40661968080428e-16,-1.28685722003229,0.146697390420618,7.16544207951277,0.559864122584999,0.000758502155218698,0.0110369293476623,0.0207616222010004,0.0207616222010004,"Aktip"
"50","ENSMUSG00000061315",2.98442591396835e-18,9.02430707865748e-16,0.783718154231237,0.0899580067952718,10.0629171084159,0.210115187706147,0.000688615166242818,0.0073770937571683,0.00740382782033536,0.00740382782033536,"Naca"
"51","ENSMUSG00000027805",4.33190409762556e-18,1.2841972167059e-15,-0.811993812997401,0.0936586145149479,8.67504728056519,0.220307073754663,0.000144944841256921,0.000648689617708729,0.0086269912316027,0.0086269912316027,"Pfn2"
"52","ENSMUSG00000029674",6.42310310796162e-18,1.86751722863984e-15,-1.33481576938042,0.154765677510616,7.29958726093824,0.60987932268576,0.000868598104470069,0.0230838168308498,0.0188071202988822,0.0230838168308498,"Limk1"
"53","ENSMUSG00000022956",7.60833643717619e-18,2.17038563384277e-15,0.787598987309352,0.0915243269284154,8.80895029106654,0.207992043890947,0.000139801987421711,0.00169218144364067,0.00823690043227775,0.00823690043227775,"Atp5o"
"54","ENSMUSG00000006057",8.67814083117849e-18,2.42971872641829e-15,0.971286957480137,0.113068551454863,11.4160715424335,0.319665600412607,0.00011241109496894,0.00768681263842984,0.0126720862331321,0.0126720862331321,"Atp5g1"
"55","ENSMUSG00000021395",9.85201895350927e-18,2.70823044651103e-15,-1.23086042583649,0.143529527308867,7.22940010217162,0.51442861648972,0.000802472571339032,0.0133317582180458,0.0197982526381676,0.0197982526381676,"Spin1"
"56","ENSMUSG00000090862",1.11781602002386e-17,3.01790364406084e-15,1.15985136587494,0.135479015404902,8.59257307927318,0.460654772717378,0.00145716697334578,0.016897396641736,0.0089035387403532,0.016897396641736,"Rps13"
"57","ENSMUSG00000022193",1.23788443345292e-17,3.28343416655697e-15,0.862025906123046,0.100829461807155,8.33399242828891,0.249558893393076,0.000194991538107942,0.00259901713787758,0.00997158883021255,0.00997158883021255,"Psmb5"
"58","ENSMUSG00000004951",1.3915934270932e-17,3.62750017659002e-15,1.36792774879314,0.160257246802849,6.94325105338237,0.639605783362168,0.00106843507500664,0.0227270770091129,0.0246139500778228,0.0246139500778228,"Hspb1"
"59","ENSMUSG00000039771",2.20792126544865e-17,5.657891798698e-15,1.10235078105541,0.129959001818454,7.50826787914864,0.407581026978175,0.000660827050241911,0.00312209117028152,0.0162285151034071,0.0162285151034071,"Polr2j"
"60","ENSMUSG00000039883",2.93905983946233e-17,7.40594095213849e-15,-3.04086755728089,0.359910226366409,6.04473643860292,3.1686487476699,0.00655705867357032,0.12297831236955,0.0525363244043863,0.12297831236955,"Lrrc17"
"61","ENSMUSG00000025915",3.48010874101401e-17,8.62553509104768e-15,-1.83248977447973,0.217397607715945,6.25947551811326,1.13755181034629,0.00375334162326881,0.0235649871097721,0.0435083782173473,0.0435083782173473,"Sgk3"
"62","ENSMUSG00000021476",5.53715144692265e-17,1.33505392929646e-14,-1.01971278800127,0.121761322399063,7.66064424914722,0.35064350732157,0.000174563939241014,0.00588361203645377,0.0146512556931275,0.0146512556931275,"Habp4"
"63","ENSMUSG00000025920",5.56309263480897e-17,1.33505392929646e-14,-0.95981413462631,0.114616509861553,7.94622964507667,0.307093606315779,0.000869459620500647,-0.000850636661058484,0.0122674847123428,0.0122674847123428,"Stau2"
"64","ENSMUSG00000042712",5.88035761737959e-17,1.38914260651816e-14,0.809912067184097,0.0967914407749629,8.61054805321699,0.224898240861668,0.000187021608211682,0.00918156139908146,0.00884080027727407,0.00918156139908146,"Tceal9"
"65","ENSMUSG00000029463",8.56326881552508e-17,1.99181632649113e-14,0.840272228948352,0.100955645617707,8.33937768195637,0.238807535453227,0.000246078074219971,0.00493651573470417,0.00994596430786802,0.00994596430786802,"Fam216a"
"66","ENSMUSG00000019179",1.16053557221131e-16,2.65850565397922e-14,0.734860783379036,0.0886753794473985,9.02724489583118,0.184953729161901,0.000119811115499186,0.0073005971531273,0.00774351180464092,0.00774351180464092,"Mdh2"
"67","ENSMUSG00000035202",1.61576106748741e-16,3.64607337005108e-14,1.44888933281795,0.175673563892618,7.76390042658242,0.720334233618375,0.000202806536523416,0.0306583945142104,0.0137097221297014,0.0306583945142104,"Lars2"
"68","ENSMUSG00000005716",1.94897407795296e-16,4.33331457126041e-14,0.991644080402852,0.120561986599196,8.95343815176076,0.337476122474503,0.000133592790842219,0.0144015998219026,0.00789162672137929,0.0144015998219026,"Pvalb"
"69","ENSMUSG00000022671",4.02247583818215e-16,8.81388582572114e-14,1.5110260153194,0.185678009968147,6.60322836600005,0.762517184951727,0.00204869061671358,0.000127277324870608,0.0324276327690177,0.0324276327690177,"Mzt2"
"70","ENSMUSG00000031818",5.53676683079872e-16,1.19586253878351e-13,0.689094090172412,0.0850828075565364,9.76755899198193,0.160815500880727,5.41598840873114e-05,0.00374375888173184,0.0071849242576153,0.0071849242576153,"Cox4i1"
"71","ENSMUSG00000029128",5.92748928000072e-16,1.26222127358213e-13,-1.13849296325559,0.140714538505543,7.29172295989197,0.437657284330909,0.000885715460403248,0.00751709734470882,0.0189148658864248,0.0189148658864248,"Rab28"
"72","ENSMUSG00000036752",6.20611049377475e-16,1.28534499390932e-13,0.705986463227819,0.0873183426650549,9.14381579297392,0.166800309599308,7.82142249729179e-05,0.000913807043526531,0.00754627874079904,0.00754627874079904,"Tubb4b"
"73","ENSMUSG00000061808",6.1891404031365e-16,1.28534499390932e-13,1.25919245897198,0.15573395041005,7.83769347876229,0.544690591784183,0.000494845626124112,0.0237582176841959,0.0130938872321643,0.0237582176841959,"Ttr"
"74","ENSMUSG00000022658",7.15763219623633e-16,1.46238163749861e-13,0.687363495883206,0.0851983834718326,9.55762337050849,0.158515063796763,7.7352509955351e-05,0.00146095544879801,0.00718141203625809,0.00718141203625809,"Tagln3"
"75","ENSMUSG00000040225",1.15647311564403e-15,2.33129560472294e-13,1.50441975280705,0.18784120773699,6.73035447291694,0.767898985877811,0.00609023811854899,0.0141188443801557,0.029194081205542,0.029194081205542,"Prrc2c"
"76","ENSMUSG00000041775",1.48982618229232e-15,2.96377395395758e-13,1.17508580403991,0.147294744738359,7.16251476340287,0.46050318550447,0.000888594651617651,-0.000547139822970392,0.0208071471759208,0.0208071471759208,"Mapk1ip1"
"77","ENSMUSG00000002332",2.00763104631199e-15,3.94199659599883e-13,1.21751059081421,0.153322007027986,7.09540817249437,0.497128115144369,0.00162105120914072,0.00290510213503466,0.021886586629949,0.021886586629949,"Dhrs1"
"78","ENSMUSG00000061046",2.54264393048931e-15,4.92849148526511e-13,0.790429701765427,0.0999086987170212,8.38849978912629,0.210451707725466,0.000262526173373553,0.00302547869833434,0.00971922190595496,0.00971922190595496,"Haghl"
"79","ENSMUSG00000041556",2.9208548723156e-15,5.5899246600683e-13,0.797345059583962,0.101003374781667,8.34156147224837,0.216197360574126,0.000266064768176647,0.0061504040715365,0.00993561694910932,0.00993561694910932,"Fbxo2"
"80","ENSMUSG00000054836",3.1006961440526e-15,5.85992812524142e-13,-1.67492281844129,0.212370782998373,6.291883556076,0.946231939819676,0.00280521484169457,0.0138594710201619,0.0422961346296475,0.0422961346296475,"Elp6"
"81","ENSMUSG00000028416",3.51471235040802e-15,6.56036247232331e-13,-0.774262739706586,0.0983675032904907,8.47375333562415,0.200797908132892,0.000321614902146973,0.00113385224821533,0.00935455080145773,0.00935455080145773,"Bag1"
"82","ENSMUSG00000070493",4.50735472856426e-15,8.31057270014183e-13,0.695619417485452,0.0887275626687734,10.3225588801118,0.164580265011773,5.66561677403516e-05,0.00487055435851856,0.00781592420940077,0.00781592420940077,"Chchd2"
"83","ENSMUSG00000028447",6.55811041075838e-15,1.19460326867778e-12,0.805982644517818,0.103427621807311,8.63770229526064,0.223667523056456,0.000210482664026117,0.0104867902886901,0.00874865247856868,0.0104867902886901,"Dctn3"
"84","ENSMUSG00000017404",6.99539858185985e-15,1.25908846618023e-12,0.713984773772384,0.0917180162148122,8.80772477533834,0.172502415893033,0.000172038922763253,0.00369445632738393,0.0082401555756173,0.0082401555756173,"Rpl19"
"85","ENSMUSG00000026830",7.93481615987106e-15,1.41137041789518e-12,-1.14450735089714,0.147324480159575,7.1656681162377,0.437591691975592,0.000946390210981481,0.000492609623615569,0.0207581122433075,0.0207581122433075,"Ermn"
"86","ENSMUSG00000027447",1.14572829276257e-14,1.99305602544982e-12,0.704804826714102,0.0912730321238242,8.81775433108533,0.165643973757196,0.000117084799783571,-2.60460437355791e-05,0.00821368159329307,0.00821368159329307,"Cst3"
"87","ENSMUSG00000036707",1.14687396133431e-14,1.99305602544982e-12,-0.96998807684398,0.12561663852048,7.58780452735455,0.320816168854719,0.000403750232688303,0.0103820684396491,0.0153757896404966,0.0153757896404966,"Cab39"
"88","ENSMUSG00000018286",1.58307371014281e-14,2.71982857086923e-12,0.705262474455209,0.0918235118750777,8.78957805698715,0.168222542710701,0.000142536974116384,0.00349369815459414,0.00828902035895616,0.00828902035895616,"Psmb6"
"89","ENSMUSG00000024277",1.60567195877229e-14,2.72765779153689e-12,-0.953298125971419,0.124146519173034,7.73919912226234,0.305770346227193,0.00148612065741635,0.00278074019306335,0.0139262375653641,0.0139262375653641,"Mapre2"
"90","ENSMUSG00000001313",1.65649764347803e-14,2.78273198574937e-12,-0.836982787064005,0.109055674886496,8.05472219045745,0.240748293010924,0.000364986732039259,0.0104873598636311,0.0115281534929098,0.0115281534929098,"Rnd2"
"91","ENSMUSG00000036093",1.70516837366713e-14,2.83301545510695e-12,-1.81866703203444,0.237080096139053,6.05963688627751,1.13998790579319,0.00281374450776756,0.053393227477535,0.0518502306981054,0.053393227477535,"Arl5a"
"92","ENSMUSG00000022698",1.7882290128929e-14,2.90712198343309e-12,-1.12215715550377,0.14640003696264,7.22986436836226,0.433572370358208,0.00164149688022215,0.0190987178329289,0.0197914739424402,0.0197914739424402,"Naa50"
"93","ENSMUSG00000078636",1.77380066377738e-14,2.90712198343309e-12,0.70776284438715,0.0923243710904041,10.4814882968565,0.171481087350947,0.000343578272840058,0.00641393080608595,0.00818021122439859,0.00818021122439859,"Gm7336"
"94","ENSMUSG00000027350",2.03159516123574e-14,3.26762630241736e-12,0.756800391844836,0.0989461025820079,8.42686652300466,0.193154453966551,0.000239649955553714,0.00311861444602318,0.00955068126061552,0.00955068126061552,"Chgb"
"95","ENSMUSG00000027351",3.50662871491809e-14,5.58070732008911e-12,-1.80443261277464,0.23811160617194,6.05901269754148,1.11390543912681,0.0048183577638049,0.0380512739040457,0.0518787792299762,0.0518787792299762,"Spred1"
"96","ENSMUSG00000026421",4.17168366512927e-14,6.56996722219682e-12,-0.803629595561133,0.106363147402213,8.14385213606187,0.215415517083582,0.000332972488981782,-0.000119960294484042,0.0109801466363232,0.0109801466363232,"Csrp1"
"97","ENSMUSG00000033701",5.19509099126038e-14,8.09737945328512e-12,1.06179696003321,0.141066580372674,7.27910423113434,0.383348780470272,0.000810311865438042,0.0105064666720839,0.0190894682326021,0.0190894682326021,"Acbd6"
"98","ENSMUSG00000020078",6.32818759038663e-14,9.76284369174035e-12,-1.25960519281734,0.167922609358061,6.96520635137061,0.541863225292807,0.00400356660299944,0.0154886504500071,0.0241944361306205,0.0241944361306205,"Vps26a"
"99","ENSMUSG00000027104",6.63692785638031e-14,1.01357285111731e-11,-1.52340097102541,0.203259436030211,6.8890609596618,0.80112643839727,0.00488882359598676,0.0364255747393325,0.0256894868323116,0.0364255747393325,"Atf2"
"100","ENSMUSG00000024661",7.26329361449804e-14,1.09773090660383e-11,-0.697087133888727,0.0931558360852654,10.5760599211349,0.16776216394223,2.55547410050097e-05,0.00865245505573982,0.00844135276617673,0.00865245505573982,"Fth1"
"101","ENSMUSG00000027520",7.3332112948599e-14,1.09773090660383e-11,0.965865210262891,0.129095937927564,8.38874705279245,0.317458748229796,0.00694764919830572,0.00279267094830022,0.00971811199109174,0.00971811199109174,"Zdbf2"
"102","ENSMUSG00000056820",9.99121887359443e-14,1.48095331519484e-11,-1.02723064433243,0.138049742455737,7.92947328719383,0.364439419813271,0.000401030776171343,0.0186567006159241,0.0123891957478038,0.0186567006159241,"Tsnax"
"103","ENSMUSG00000005161",1.19921198089458e-13,1.76028018826653e-11,0.664372149187435,0.0895758201908801,9.05099959284601,0.151012282757177,0.000324096215942041,0.00549915161185907,0.00769973134692685,0.00769973134692685,"Prdx2"
"104","ENSMUSG00000073676",1.25509538874276e-13,1.82459492138479e-11,0.847374104023288,0.114342641832147,8.31130078982333,0.24806378388386,0.000295846933312235,0.0127783928078424,0.0100812607179053,0.0127783928078424,"Hspe1"
"105","ENSMUSG00000055932",1.68838044323095e-13,2.43110704011511e-11,-0.76206807892437,0.10338164787092,8.26551229761461,0.197994065155969,0.000376672781142232,0.00624054649507185,0.0103110923353646,0.0103110923353646,"Fto"
"106","ENSMUSG00000037217",1.72058399247853e-13,2.45410465870593e-11,-0.660512846080299,0.0896353607532357,8.95455610407606,0.148349732919372,0.000145253372931628,0.00424073608757933,0.00788924452443107,0.00788924452443107,"Syn1"
"107","ENSMUSG00000047187",1.83293519593731e-13,2.58992030162394e-11,-0.64672606089471,0.0878650359921353,9.11073841891903,0.140598567047681,0.000122474141659335,0.00164807750966942,0.00759779040823989,0.00759779040823989,"Rab2a"
"108","ENSMUSG00000019505",2.28032421620607e-13,3.19224276155737e-11,0.821416981977338,0.112043385878554,11.3980279880498,0.226858410747591,1.86324467056315e-05,0.00290605453430245,0.0125350878724248,0.0125350878724248,"Ubb"
"109","ENSMUSG00000069601",2.4691219353669e-13,3.42483069181763e-11,1.31082319690164,0.179060161994601,6.88930358595709,0.59318076701818,0.00637800065160264,0.0242644231079555,0.0256845409619301,0.0256845409619301,"Ank3"
"110","ENSMUSG00000090841",2.59153644359619e-13,3.56194904461189e-11,0.658039850885014,0.0899689348542439,8.9242694262381,0.14450726056284,0.000139092309877715,0.000113575857996882,0.00795531692892947,0.00795531692892947,"Myl6"
"111","ENSMUSG00000017466",2.74977255653682e-13,3.74538840380902e-11,-0.952168804969541,0.13032491691412,7.48667412611165,0.312194536744973,0.000512866315003503,0.0144662222238943,0.0164717176536689,0.0164717176536689,"Timp2"
"112","ENSMUSG00000071014",3.19875740169453e-13,4.31803688894818e-11,0.71683033872597,0.0983879389769645,8.44126543769034,0.176702678405123,0.000190872477519921,0.00794027787117033,0.00948931405861497,0.00948931405861497,"Ndufb6"
"113","ENSMUSG00000020396",3.2431156116824e-13,4.33917388787843e-11,0.827802256089663,0.113648257820312,9.00098335114773,0.237029476066107,0.000133641174646662,0.0127822853309453,0.00779409948756333,0.0127822853309453,"Nefh"
"114","ENSMUSG00000026750",3.27447992831977e-13,4.34270719616374e-11,0.649901277765708,0.0892402867962398,9.02334644584655,0.145373120900924,0.000212953217700479,0.00666089271293519,0.00775087556977465,0.00775087556977465,"Psmb7"
"115","ENSMUSG00000063457",3.47314085091162e-13,4.55139917931109e-11,0.772651926921785,0.10621152807509,8.14283049602657,0.200778008344441,0.000294747342548824,0.00237676508613775,0.0109861413534968,0.0109861413534968,"Rps15"
"116","ENSMUSG00000094708",3.52214897797075e-13,4.55139917931109e-11,0.912415480359241,0.125456558189137,8.18807334424588,0.277648695616899,0.00501254289648711,-0.00479050387073073,0.0107268050961772,0.0107268050961772,"Gm10359"
"117","ENSMUSG00000095937",3.52214897797075e-13,4.55139917931109e-11,0.912415480359241,0.125456558189137,8.18807334424588,0.277648695616899,0.00501254289648711,-0.00479050387073073,0.0107268050961772,0.0107268050961772,"Gm12671"
"118","ENSMUSG00000032199",4.19751311939281e-13,5.37815261458474e-11,-1.06118213773052,0.146389434259375,8.34743388353338,0.389655754121295,0.000235778264922292,0.0211940881978575,0.00990791663689888,0.0211940881978575,"Polr2m"
"119","ENSMUSG00000020153",4.31324417066936e-13,5.47999484171009e-11,0.765013990220778,0.105586894675601,9.07428980173751,0.202514529962662,0.000113072274378942,0.0110355200528575,0.00765860956586221,0.0110355200528575,"Ndufs7"
"120","ENSMUSG00000026797",4.56523478589174e-13,5.70427972957828e-11,-0.619160847462049,0.0855472136070101,9.64626158663195,0.130398278856745,0.000150640910190577,0.00376669985996583,0.00716768484573284,0.00716768484573284,"Stxbp1"
"121","ENSMUSG00000062373",4.54068596846318e-13,5.70427972957828e-11,-0.942375744726623,0.130191488696325,7.4960896898344,0.29651573024364,0.000584781244820429,0.000152791996109609,0.0163650424841448,0.0163650424841448,"Tmem65"
